20,3.30E-06,1.20E-06,4.50E-07,1.20E-07,4.40E-08,1.60E-08,5.20E-09
30,2.30E-04,8.90E-05,3.30E-05,7.80E-06,2.20E-06,2.90E-07,0.00E+00
40,7.30E-04,1.90E-04,7.60E-05,1.50E-05,3.60E-06,1.60E-07,0.00E+00
50,8.00E-04,2.70E-04,8.10E-05,1.30E-05,2.30E-06,0.00E+00,0.00E+00
60,6.90E-04,2.30E-04,6.80E-05,9.90E-06,1.30E-06,0.00E+00,0.00E+00
80,4.60E-04,1.40E-04,3.90E-05,4.50E-06,2.50E-07,0.00E+00,0.00E+00
100,3.20E-04,9.10E-05,2.30E-05,2.30E-06,0.00E+00,0.00E+00,0.00E+00
150,1.50E-04,3.90E-05,8.10E-06,3.40E-07,0.00E+00,0.00E+00,0.00E+00
200,8.80E-05,2.00E-05,3.70E+06,0.00E+00,0.00E+00,0.00E+00,0.00E+00
300,4.00E-05,7.50E-06,9.30E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
400,2.20E-05,3.60E-03,2.30E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00
500,1.40E-05,1.80E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
600,9.20E-06,9.40E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
800,4.60E-06,2.00E-07,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1000,2.50E-06,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1500,2.50E-07,0.00E+00,0,0.00E+00,0.00E+00,0.00E+00,0.00E+00